model,het,label,p,r,m,s2_P,s2_PM,s2_E,share_P,share_PM,share_E,s2_P_ci_lo,s2_P_ci_hi,s2_PM_ci_lo,s2_PM_ci_hi,s2_E_ci_lo,s2_E_ci_hi,share_P_ci_lo,share_P_ci_hi,share_PM_ci_lo,share_PM_ci_hi,share_E_ci_lo,share_E_ci_hi,trunc_P,trunc_PM
tl,a05,I8_tl_a05,10,2,3,2.218711752463802e-07,5.467586468801431e-07,3.3369879580443784e-08,0.27664745357654386,0.6817442022938764,0.04160834412957974,0.0,4.866534366274154e-07,1.6827194166562918e-07,8.54709055754535e-07,1.7004044612237183e-08,5.049014352282016e-08,0.0,0.597263823166109,0.3523754755051436,0.9583294021241499,0.026993749882372027,0.09396182587371005,False,False
