exp,model,het,method,tag,data_seed,run_seed,torch,cuda,transformers,peft,datasets,gpu,path
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v1,2002,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2002_run7002/prod_v1/20260918_045626
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v1,2005,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2005_run7001/prod_v1/20260918_110056
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v2,2010,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2010_run7002/prod_v2/20260919_205129
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v2,2007,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2007_run7001/prod_v2/20260919_133052
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v2,2009,7002,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2009_run7002/prod_v2/20260919_175621
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v2,2008,7002,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2008_run7002/prod_v2/20260919_153733
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v1,2006,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2006_run7001/prod_v1/20260918_090903
vp_l3_ffa_lora_a01,l3,a01,ffa_lora,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_a01/ffa_lora/seed_2001_run7002/prod_v1/20260918_013045
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2004,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2004_run7002/prod_v1/20260917_142852
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2003,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2003_run7001/prod_v1/20260917_130258
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2002,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2002_run7001/prod_v1/20260917_114252
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2005,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2005_run7002/prod_v1/20260917_163816
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2010,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2010_run7001/prod_v1/20260917_233048
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2009,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2009_run7001/prod_v1/20260917_184436
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2007,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2007_run7002/prod_v1/20260917_171918
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2006,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2006_run7002/prod_v1/20260917_160548
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2008,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2008_run7001/prod_v1/20260917_173425
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2001_run7001/prod_v1/20260917_104630
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2004,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2004_run7001/prod_v1/20260917_142826
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2003,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2003_run7002/prod_v1/20260917_131038
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2002,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2002_run7002/prod_v1/20260917_123529
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2005,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2005_run7001/prod_v1/20260917_143834
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2010,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2010_run7002/prod_v1/20260917_200952
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2007,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2007_run7001/prod_v1/20260917_194356
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2009,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2009_run7002/prod_v1/20260917_190128
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2008,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2008_run7002/prod_v1/20260917_213813
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2006,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2006_run7001/prod_v1/20260917_155409
vp_tl_fedit_a01,tl,a01,fedit,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_fedit_a01/fedit/seed_2001_run7002/prod_v1/20260917_113750
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2004,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2004_run7002/prod_v1/20260918_054609
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2003,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2003_run7001/prod_v1/20260918_031728
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2002,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2002_run7001/prod_v1/20260918_043949
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2005,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2005_run7002/prod_v1/20260918_093916
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2010,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2010_run7001/prod_v2/20260919_171440
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2009,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2009_run7001/prod_v2/20260919_173342
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2007,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2007_run7002/prod_v2/20260919_133052
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2006,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2006_run7002/prod_v1/20260918_130002
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2008,7001,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2008_run7001/prod_v2/20260919_131050
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2001_run7001/prod_v1/20260918_011420
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2004,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2004_run7001/prod_v1/20260918_065100
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2003,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2003_run7002/prod_v1/20260918_072016
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2002,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2002_run7002/prod_v1/20260918_040251
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2005,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2005_run7001/prod_v1/20260918_101207
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2010,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2010_run7002/prod_v2/20260919_200823
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2007,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2007_run7001/prod_v2/20260919_124954
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2009,7002,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2009_run7002/prod_v2/20260919_171209
vp_l3_fedit_a01,l3,a01,fedit,prod_v2,2008,7002,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2008_run7002/prod_v2/20260919_145714
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2006,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2006_run7001/prod_v1/20260918_082714
vp_l3_fedit_a01,l3,a01,fedit,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_fedit_a01/fedit/seed_2001_run7002/prod_v1/20260918_004930
vp_l3_ffa_lora_iid,l3,iid,ffa_lora,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_iid/ffa_lora/seed_2001_run7001/prod_v1/20260917_230944
vp_l3_ffa_lora_iid,l3,iid,ffa_lora,prod_v1,2001,7003,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_iid/ffa_lora/seed_2001_run7003/prod_v1/20260918_022543
vp_l3_ffa_lora_iid,l3,iid,ffa_lora,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_ffa_lora_iid/ffa_lora/seed_2001_run7002/prod_v1/20260917_225543
vp_tl_flora_a05,tl,a05,flora,prod_v2,2004,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2004_run7002/prod_v2/20260919_065513
vp_tl_flora_a05,tl,a05,flora,prod_v2,2003,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2003_run7001/prod_v2/20260919_052714
vp_tl_flora_a05,tl,a05,flora,prod_v2,2002,7001,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2002_run7001/prod_v2/20260919_051253
vp_tl_flora_a05,tl,a05,flora,prod_v2,2005,7002,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2005_run7002/prod_v2/20260919_074343
vp_tl_flora_a05,tl,a05,flora,prod_v2,2010,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2010_run7001/prod_v2/20260919_120717
vp_tl_flora_a05,tl,a05,flora,prod_v2,2009,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2009_run7001/prod_v2/20260919_111948
vp_tl_flora_a05,tl,a05,flora,prod_v2,2007,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2007_run7002/prod_v2/20260919_095137
vp_tl_flora_a05,tl,a05,flora,prod_v2,2006,7002,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2006_run7002/prod_v2/20260919_093650
vp_tl_flora_a05,tl,a05,flora,prod_v2,2008,7001,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2008_run7001/prod_v2/20260919_110353
vp_tl_flora_a05,tl,a05,flora,prod_v2,2001,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2001_run7001/prod_v2/20260919_030604
vp_tl_flora_a05,tl,a05,flora,prod_v2,2004,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2004_run7001/prod_v2/20260919_061551
vp_tl_flora_a05,tl,a05,flora,prod_v2,2003,7002,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2003_run7002/prod_v2/20260919_064202
vp_tl_flora_a05,tl,a05,flora,prod_v2,2002,7002,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2002_run7002/prod_v2/20260919_043540
vp_tl_flora_a05,tl,a05,flora,prod_v2,2005,7001,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2005_run7001/prod_v2/20260919_080932
vp_tl_flora_a05,tl,a05,flora,prod_v2,2010,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2010_run7002/prod_v2/20260919_124835
vp_tl_flora_a05,tl,a05,flora,prod_v2,2007,7001,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2007_run7001/prod_v2/20260919_091129
vp_tl_flora_a05,tl,a05,flora,prod_v2,2009,7002,2.11.0+cu128,12.8,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2009_run7002/prod_v2/20260919_123103
vp_tl_flora_a05,tl,a05,flora,prod_v2,2008,7002,2.14.0+cu130,13.0,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2008_run7002/prod_v2/20260919_103917
vp_tl_flora_a05,tl,a05,flora,prod_v2,2006,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2006_run7001/prod_v2/20260919_082318
vp_tl_flora_a05,tl,a05,flora,prod_v2,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_a05/flora/seed_2001_run7002/prod_v2/20260919_035045
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2004,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2004_run7002/prod_v1/20260917_145635
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2003,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2003_run7001/prod_v1/20260917_133041
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2002,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2002_run7001/prod_v1/20260917_121013
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2005,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2005_run7002/prod_v1/20260917_170616
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2010,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2010_run7001/prod_v1/20260918_000611
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2009,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2009_run7001/prod_v1/20260917_191224
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2007,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2007_run7002/prod_v1/20260917_174701
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2006,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2006_run7002/prod_v1/20260917_163344
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2008,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2008_run7001/prod_v1/20260917_180133
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2001_run7001/prod_v1/20260917_111433
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2004,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2004_run7001/prod_v1/20260917_145639
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2003,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2003_run7002/prod_v1/20260917_133802
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2002,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2002_run7002/prod_v1/20260917_130336
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2005,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2005_run7001/prod_v1/20260917_150547
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2010,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2010_run7002/prod_v1/20260917_203736
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2007,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2007_run7001/prod_v1/20260917_201929
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2009,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2009_run7002/prod_v1/20260917_192854
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2008,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2008_run7002/prod_v1/20260917_221331
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2006,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2006_run7001/prod_v1/20260917_162151
vp_tl_ffa_lora_a01,tl,a01,ffa_lora,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_ffa_lora_a01/ffa_lora/seed_2001_run7002/prod_v1/20260917_120533
vp_tl_flora_iid,tl,iid,flora,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_iid/flora/seed_2001_run7001/prod_v1/20260917_094253
vp_tl_flora_iid,tl,iid,flora,prod_v1,2001,7004,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_iid/flora/seed_2001_run7004/prod_v1/20260917_110800
vp_tl_flora_iid,tl,iid,flora,prod_v1,2001,7003,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_iid/flora/seed_2001_run7003/prod_v1/20260917_095923
vp_tl_flora_iid,tl,iid,flora,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_iid/flora/seed_2001_run7002/prod_v1/20260917_094235
vp_tl_flora_iid,tl,iid,flora,prod_v1,2001,7005,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_tl_flora_iid/flora/seed_2001_run7005/prod_v1/20260917_110955
vp_l3_flora_iid,l3,iid,flora,prod_v1,2001,7001,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_flora_iid/flora/seed_2001_run7001/prod_v1/20260918_000708
vp_l3_flora_iid,l3,iid,flora,prod_v1,2001,7003,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_flora_iid/flora/seed_2001_run7003/prod_v1/20260918_030739
vp_l3_flora_iid,l3,iid,flora,prod_v1,2001,7002,2.2.0+cu121,12.1,4.45.2,0.10.0,2.18.0,NVIDIA GeForce RTX 4090,results/raw/vp_l3_flora_iid/flora/seed_2001_run7002/prod_v1/20260917_233924
