model,compare,delta_share_P,delta_share_P_ci_lo,delta_share_P_ci_hi,delta_share_P_excludes_0,delta_share_PM,delta_share_PM_ci_lo,delta_share_PM_ci_hi,delta_share_PM_excludes_0,delta_share_E,delta_share_E_ci_lo,delta_share_E_ci_hi,delta_share_E_excludes_0
tl,a05_minus_a01,-0.23115480828987567,-0.5678092443126119,0.1939705138478006,False,0.2130466133623401,-0.21433358982813344,0.5421633908021715,False,0.01810819492753552,-0.01593840355998185,0.07040991648553564,False
